Tweet,Suicide,Clean_Tweet
que screamo voice so cut my wrist and black my eyes,Potential Suicide post ,que screamo voice cut wrist black eye
so i need to work on this project and people count on me but i do fucking nothing because i think it's,Potential Suicide post ,need work project people count fucking nothing think 's
you hear this together we could stasome soof terrible business that pays nothing and sucks our wi,Potential Suicide post ,hear together could stasome soof terrible business pay nothing suck wi
if you find someone that makes you happy enjoy it life is not fair nor give many opportunities,Not Suicide post,find someone make happy enjoy life fair give many opportunity
debbs pw is up on mse congrats,Not Suicide post,debbs pw mse congrats
my sister ruined the night before it even started i dont even want to be here anymore,Potential Suicide post ,sister ruined night even started dont even want anymore
i quit i keep grinding but still fucking suck i no life something and i still fucking suck im never going to get into,Potential Suicide post ,quit keep grinding still fucking suck life something still fucking suck im never going get
i cant take this anymore might as well end this sorry as life,Potential Suicide post ,cant take anymore might well end sorry life
i want to kill myself like not literally but mentally and emotionally,Potential Suicide post ,want kill like literally mentally emotionally
co '19 i dont want to be here anymore i done ruined a good thing,Potential Suicide post ,co '19 dont want anymore done ruined good thing
trying out spaz for twitter posts love my destroytwitter but it's easier to read spaz,Not Suicide post,trying spaz twitter post love destroytwitter 's easier read spaz
we wouldn't want them to think we were doing anything immoral,Not Suicide post,would n't want think anything immoral
a tweet tweet here and a tweet tweet there goodniiiight,Not Suicide post,tweet tweet tweet tweet goodniiiight
just checked out that homerun derby ep it slaps,Potential Suicide post ,checked homerun derby ep slap
everything,Not Suicide post,everything
obey the last fm algorithm maybe it would turn out you really do like scooter if you gave him a chance,Not Suicide post,obey last fm algorithm maybe would turn really like scooter gave chance
haha i wish i was im tired of living here i want to go down south,Potential Suicide post ,haha wish im tired living want go south
so true nothing induces madness like trying to figure out why ppl do what they do hope today with yr little one is wonderful x,Not Suicide post,true nothing induces madness like trying figure ppl hope today yr little one wonderful x
but ha internet explorer is being nice to me mozilla firefox is mean,Not Suicide post,ha internet explorer nice mozilla firefox mean
tired of kickin you bitches out the house bout ready to go to sleep and wake up to the same ting forever,Potential Suicide post ,tired kickin bitch house bout ready go sleep wake ting forever
ive said it before and ill say it againwaluigi suckshe sounds and looks funny and thats ittheres nothing else t,Potential Suicide post ,ive said ill say againwaluigi suckshe sound look funny thats ittheres nothing else
a year after the devastating earthquake in this city this young mother says she amp her family still don't have shelter,Potential Suicide post ,year devastating earthquake city young mother say amp family still n't shelter
heh heh dirty is always good gurl i like how you think,Not Suicide post,heh heh dirty always good gurl like think
gettin off the internet going to finish my hair,Not Suicide post,gettin internet going finish hair
after failing once this is how i feel i wish that suicide was funded by the government i wish guns for suicide would be like condoms given to teens so if they are going to do it they do it right i wish euthansia was legal i wish that i wouldnt have to fear buying poison or a gun off the black market because if i get caught my life would get worse,Potential Suicide post ,failing feel wish suicide funded government wish gun suicide would like condom given teen going right wish euthansia legal wish wouldnt fear buying poison gun black market get caught life would get worse
morning i have slacked for two days in twittering but here i am again just finished a good run ready to staa new day,Not Suicide post,morning slacked two day twittering finished good run ready staa new day
i am looking for someone to talk to all i want to do is die,Potential Suicide post ,looking someone talk want die
i dont hate the player i hate the game jess glynne is probably an awesome person but i will kill myself or someon,Potential Suicide post ,dont hate player hate game jess glynne probably awesome person kill someon
