Tweet,Suicide,Clean_Tweet
we are not fussy about age here as long as females are between 1825 i changed the rules lol,Not Suicide post,"['we', 'are', 'not', 'fussy', 'about', 'age', 'here', 'as', 'long', 'as', 'females', 'are', 'between', '1825', 'i', 'changed', 'the', 'rules', 'lol']"
im just going to go ahead and kill myself already done for the fucking day,Potential Suicide post ,"['im', 'just', 'going', 'to', 'go', 'ahead', 'and', 'kill', 'myself', 'already', 'done', 'for', 'the', 'fucking', 'day']"
i cannot wait for my mum to fucking die all i wait is for her to die then i am going to lie under the train that very day and foolow suiti cannot wait i would kill her to be able to kill myself sooner but we are two in a very intimate relationship in shoi can not kill her guns are forbiden in my country i have got only a knife or a brick to do it and so i cant do it it s very bloody and slow method cannot do anything my tonsils stink i hate human stench in all forms except dashas shits i hate my body hate arteries these nose and lips and saliva and eyes and all i hate human body except dashas one i want to fuck and to be with my dasha,Potential Suicide post ,"['i', 'can', 'not', 'wait', 'for', 'my', 'mum', 'to', 'fucking', 'die', 'all', 'i', 'wait', 'is', 'for', 'her', 'to', 'die', 'then', 'i', 'am', 'going', 'to', 'lie', 'under', 'the', 'train', 'that', 'very', 'day', 'and', 'foolow', 'suiti', 'can', 'not', 'wait', 'i', 'would', 'kill', 'her', 'to', 'be', 'able', 'to', 'kill', 'myself', 'sooner', 'but', 'we', 'are', 'two', 'in', 'a', 'very', 'intimate', 'relationship', 'in', 'shoi', 'can', 'not', 'kill', 'her', 'guns', 'are', 'forbiden', 'in', 'my', 'country', 'i', 'have', 'got', 'only', 'a', 'knife', 'or', 'a', 'brick', 'to', 'do', 'it', 'and', 'so', 'i', 'cant', 'do', 'it', 'it', 's', 'very', 'bloody', 'and', 'slow', 'method', 'can', 'not', 'do', 'anything', 'my', 'tonsils', 'stink', 'i', 'hate', 'human', 'stench', 'in', 'all', 'forms', 'except', 'dashas', 'shits', 'i', 'hate', 'my', 'body', 'hate', 'arteries', 'these', 'nose', 'and', 'lips', 'and', 'saliva', 'and', 'eyes', 'and', 'all', 'i', 'hate', 'human', 'body', 'except', 'dashas', 'one', 'i', 'want', 'to', 'fuck', 'and', 'to', 'be', 'with', 'my', 'dasha']"
tania i think you should get athene and the rest of the crew on twitter,Not Suicide post,"['tania', 'i', 'think', 'you', 'should', 'get', 'athene', 'and', 'the', 'rest', 'of', 'the', 'crew', 'on', 'twitter']"
n i got yr pic posing in the server room,Not Suicide post,"['n', 'i', 'got', 'yr', 'pic', 'posing', 'in', 'the', 'server', 'room']"
bye bye going to sleep finally xdddd d p,Not Suicide post,"['bye', 'bye', 'going', 'to', 'sleep', 'finally', 'xdddd', 'd', 'p']"
working on a film have been busy have a nice day everyone,Not Suicide post,"['working', 'on', 'a', 'film', 'have', 'been', 'busy', 'have', 'a', 'nice', 'day', 'everyone']"
i want to die where can i go to commit suicide give me an injection as i am unconconscious and end my nightmare life i want to die,Potential Suicide post ,"['i', 'want', 'to', 'die', 'where', 'can', 'i', 'go', 'to', 'commit', 'suicide', 'give', 'me', 'an', 'injection', 'as', 'i', 'am', 'unconconscious', 'and', 'end', 'my', 'nightmare', 'life', 'i', 'want', 'to', 'die']"
i want to play with it,Not Suicide post,"['i', 'want', 'to', 'play', 'with', 'it']"
thanks to everyone who's sent me work this year you'll pleased to know i've just planted 85 trees in india with some of the profits x,Not Suicide post,"['thanks', 'to', 'everyone', 'who', ""'s"", 'sent', 'me', 'work', 'this', 'year', 'you', ""'ll"", 'pleased', 'to', 'know', 'i', ""'ve"", 'just', 'planted', '85', 'trees', 'in', 'india', 'with', 'some', 'of', 'the', 'profits', 'x']"
this is my notice of me giving up on life n becoming an alcoholic bc i'm miserable n want to die farewell ill be drunk,Potential Suicide post ,"['this', 'is', 'my', 'notice', 'of', 'me', 'giving', 'up', 'on', 'life', 'n', 'becoming', 'an', 'alcoholic', 'bc', 'i', ""'m"", 'miserable', 'n', 'want', 'to', 'die', 'farewell', 'ill', 'be', 'drunk']"
new iphone is completely updated sun shining in derry tis a pretty day,Not Suicide post,"['new', 'iphone', 'is', 'completely', 'updated', 'sun', 'shining', 'in', 'derry', 'tis', 'a', 'pretty', 'day']"
i want to be a doctor,Not Suicide post,"['i', 'want', 'to', 'be', 'a', 'doctor']"
cash in the attic is ok i prefer homes under the hammer haha i do love being off school,Not Suicide post,"['cash', 'in', 'the', 'attic', 'is', 'ok', 'i', 'prefer', 'homes', 'under', 'the', 'hammer', 'haha', 'i', 'do', 'love', 'being', 'off', 'school']"
ill ride for my dawgs any day but at the end of the day i already know where the streets can take you amp i what hap,Potential Suicide post ,"['ill', 'ride', 'for', 'my', 'dawgs', 'any', 'day', 'but', 'at', 'the', 'end', 'of', 'the', 'day', 'i', 'already', 'know', 'where', 'the', 'streets', 'can', 'take', 'you', 'amp', 'i', 'what', 'hap']"
i want her,Not Suicide post,"['i', 'want', 'her']"
well compared to other areas west of us i'll take our 50 degrees and run with it,Not Suicide post,"['well', 'compared', 'to', 'other', 'areas', 'west', 'of', 'us', 'i', ""'ll"", 'take', 'our', '50', 'degrees', 'and', 'run', 'with', 'it']"
aw i am so jealous please take me with you,Not Suicide post,"['aw', 'i', 'am', 'so', 'jealous', 'please', 'take', 'me', 'with', 'you']"
blaine mni dont want to be here anymore,Potential Suicide post ,"['blaine', 'mni', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
scared of death tired of living,Potential Suicide post ,"['scared', 'of', 'death', 'tired', 'of', 'living']"
take it all back was so fun,Not Suicide post,"['take', 'it', 'all', 'back', 'was', 'so', 'fun']"
ive had enough of life and the pain it causes,Potential Suicide post ,"['ive', 'had', 'enough', 'of', 'life', 'and', 'the', 'pain', 'it', 'causes']"
oh my god the cringe i cant,Potential Suicide post ,"['oh', 'my', 'god', 'the', 'cringe', 'i', 'cant']"
i love your shh tattoo did it hui think i'm going to get it,Not Suicide post,"['i', 'love', 'your', 'shh', 'tattoo', 'did', 'it', 'hui', 'think', 'i', ""'m"", 'going', 'to', 'get', 'it']"
i literally cant explain everything so much has happened i dont want to be here anymore wtf is even the point i literally,Potential Suicide post ,"['i', 'literally', 'cant', 'explain', 'everything', 'so', 'much', 'has', 'happened', 'i', 'dont', 'want', 'to', 'be', 'here', 'anymore', 'wtf', 'is', 'even', 'the', 'point', 'i', 'literally']"
i want him,Not Suicide post,"['i', 'want', 'him']"
had a juice box this morning you never know the joy a juice box can bring until you have one later on in life,Not Suicide post,"['had', 'a', 'juice', 'box', 'this', 'morning', 'you', 'never', 'know', 'the', 'joy', 'a', 'juice', 'box', 'can', 'bring', 'until', 'you', 'have', 'one', 'later', 'on', 'in', 'life']"
she didn't want him to go out with other women,Not Suicide post,"['she', 'did', ""n't"", 'want', 'him', 'to', 'go', 'out', 'with', 'other', 'women']"
you're welcome it was a great way to be introduced to your music,Not Suicide post,"['you', ""'re"", 'welcome', 'it', 'was', 'a', 'great', 'way', 'to', 'be', 'introduced', 'to', 'your', 'music']"
awesome can't wait to see it,Not Suicide post,"['awesome', 'ca', ""n't"", 'wait', 'to', 'see', 'it']"
my heais so crushed,Potential Suicide post ,"['my', 'heais', 'so', 'crushed']"
ooo apple store is down so close credit card ready,Not Suicide post,"['ooo', 'apple', 'store', 'is', 'down', 'so', 'close', 'credit', 'card', 'ready']"
youve changed for the fucking worse i cant believe that you could really go back on all ur hard work like that,Potential Suicide post ,"['youve', 'changed', 'for', 'the', 'fucking', 'worse', 'i', 'cant', 'believe', 'that', 'you', 'could', 'really', 'go', 'back', 'on', 'all', 'ur', 'hard', 'work', 'like', 'that']"
not just because the house has never had a black woman in leadership but because,Not Suicide post,"['not', 'just', 'because', 'the', 'house', 'has', 'never', 'had', 'a', 'black', 'woman', 'in', 'leadership', 'but', 'because']"
hey golden is here with me and just wanted to say hi and have a great morning,Not Suicide post,"['hey', 'golden', 'is', 'here', 'with', 'me', 'and', 'just', 'wanted', 'to', 'say', 'hi', 'and', 'have', 'a', 'great', 'morning']"
goooooood morning twitterworld,Not Suicide post,"['goooooood', 'morning', 'twitterworld']"
a revolution in household detergent introducing get one now while stocks last,Not Suicide post,"['a', 'revolution', 'in', 'household', 'detergent', 'introducing', 'get', 'one', 'now', 'while', 'stocks', 'last']"
everything that youve ever dreamed of,Potential Suicide post ,"['everything', 'that', 'youve', 'ever', 'dreamed', 'of']"
congrats ill def go and suppothe tc media takeover,Not Suicide post,"['congrats', 'ill', 'def', 'go', 'and', 'suppothe', 'tc', 'media', 'takeover']"
going to bed goodnightttttt,Not Suicide post,"['going', 'to', 'bed', 'goodnightttttt']"
going to school and enjoying my last day as a 16 year old but too,Not Suicide post,"['going', 'to', 'school', 'and', 'enjoying', 'my', 'last', 'day', 'as', 'a', '16', 'year', 'old', 'but', 'too']"
hmmmnot goodcarrot juice and marmalade on toast may help,Not Suicide post,"['hmmmnot', 'goodcarrot', 'juice', 'and', 'marmalade', 'on', 'toast', 'may', 'help']"
im tired and sick of everything i want to die,Potential Suicide post ,"['im', 'tired', 'and', 'sick', 'of', 'everything', 'i', 'want', 'to', 'die']"
no one has had more of an impact on my career and everything we do at marvel studios than stan lee stan leaves an extr,Not Suicide post,"['no', 'one', 'has', 'had', 'more', 'of', 'an', 'impact', 'on', 'my', 'career', 'and', 'everything', 'we', 'do', 'at', 'marvel', 'studios', 'than', 'stan', 'lee', 'stan', 'leaves', 'an', 'extr']"
9 months ago my grandmother passed away 8 months ago i got my heacompletely broken 7 months ago i almost attem,Potential Suicide post ,"['9', 'months', 'ago', 'my', 'grandmother', 'passed', 'away', '8', 'months', 'ago', 'i', 'got', 'my', 'heacompletely', 'broken', '7', 'months', 'ago', 'i', 'almost', 'attem']"
really tired of everything it's all just so lame and gay nothing serious us ever going to happen an,Potential Suicide post ,"['really', 'tired', 'of', 'everything', 'it', ""'s"", 'all', 'just', 'so', 'lame', 'and', 'gay', 'nothing', 'serious', 'us', 'ever', 'going', 'to', 'happen', 'an']"
trying to figure out how this works,Not Suicide post,"['trying', 'to', 'figure', 'out', 'how', 'this', 'works']"
my life is miserable,Potential Suicide post ,"['my', 'life', 'is', 'miserable']"
positive mental attitude today can't be as bad as yesterday,Not Suicide post,"['positive', 'mental', 'attitude', 'today', 'ca', ""n't"", 'be', 'as', 'bad', 'as', 'yesterday']"
good morning all,Not Suicide post,"['good', 'morning', 'all']"
yay just found out amy is having a girl lil bonita im so excitednow i can go by little girly things for the babes,Not Suicide post,"['yay', 'just', 'found', 'out', 'amy', 'is', 'having', 'a', 'girl', 'lil', 'bonita', 'im', 'so', 'excitednow', 'i', 'can', 'go', 'by', 'little', 'girly', 'things', 'for', 'the', 'babes']"
i am constantly amazed by our technology it makes me wonder now check out this rad song quottrippingquot,Not Suicide post,"['i', 'am', 'constantly', 'amazed', 'by', 'our', 'technology', 'it', 'makes', 'me', 'wonder', 'now', 'check', 'out', 'this', 'rad', 'song', 'quottrippingquot']"
damn i fucking hate myself,Potential Suicide post ,"['damn', 'i', 'fucking', 'hate', 'myself']"
snuggling in bed with my little babyahhhh,Not Suicide post,"['snuggling', 'in', 'bed', 'with', 'my', 'little', 'babyahhhh']"
mhm up ohh early for me amp i feel like whatching open arms again by gary go,Not Suicide post,"['mhm', 'up', 'ohh', 'early', 'for', 'me', 'amp', 'i', 'feel', 'like', 'whatching', 'open', 'arms', 'again', 'by', 'gary', 'go']"
isn't the best twitter client for me it's the simplicity and allin1 that makes me love it,Not Suicide post,"['is', ""n't"", 'the', 'best', 'twitter', 'client', 'for', 'me', 'it', ""'s"", 'the', 'simplicity', 'and', 'allin1', 'that', 'makes', 'me', 'love', 'it']"
ahhhh yeah i was but their updates were boring me so quotunfollowedquot them you'll have to win and take me on holiday,Not Suicide post,"['ahhhh', 'yeah', 'i', 'was', 'but', 'their', 'updates', 'were', 'boring', 'me', 'so', 'quotunfollowedquot', 'them', 'you', ""'ll"", 'have', 'to', 'win', 'and', 'take', 'me', 'on', 'holiday']"
could be mine grew out down my back and then all fell off,Not Suicide post,"['could', 'be', 'mine', 'grew', 'out', 'down', 'my', 'back', 'and', 'then', 'all', 'fell', 'off']"
what a fun day,Not Suicide post,"['what', 'a', 'fun', 'day']"
vou ler atd foi uma maratona let's just say i'm glad it's over lol,Not Suicide post,"['vou', 'ler', 'atd', 'foi', 'uma', 'maratona', 'let', ""'s"", 'just', 'say', 'i', ""'m"", 'glad', 'it', ""'s"", 'over', 'lol']"
laughter is indeed the best medicine whatever ur situation todayfind a reason 2 smile wholeheartedly god is goodfaithfulamploves you lt3,Not Suicide post,"['laughter', 'is', 'indeed', 'the', 'best', 'medicine', 'whatever', 'ur', 'situation', 'todayfind', 'a', 'reason', '2', 'smile', 'wholeheartedly', 'god', 'is', 'goodfaithfulamploves', 'you', 'lt3']"
they want people like me dead they don't want to help me if i was in canada israel or germany i wo,Potential Suicide post ,"['they', 'want', 'people', 'like', 'me', 'dead', 'they', 'do', ""n't"", 'want', 'to', 'help', 'me', 'if', 'i', 'was', 'in', 'canada', 'israel', 'or', 'germany', 'i', 'wo']"
enjoyed the ndubz gig last night and it finished early which is always a bonus,Not Suicide post,"['enjoyed', 'the', 'ndubz', 'gig', 'last', 'night', 'and', 'it', 'finished', 'early', 'which', 'is', 'always', 'a', 'bonus']"
i think its tonight because i dont care and i have nothing left i dont care i had something so great so promising and they stripped it down past the bone into splinters then pissed on the splinters i dont want happiness i dont want dreams i dont care that if i post a note everyone will desperately try to stop me i know they ll care when i am about to die or dead i am numb i am no longer scared and the huis too much i gotta go i have nothing left i had a lot of love to give but its gone with me i just wanted someone to hear me before the end,Potential Suicide post ,"['i', 'think', 'its', 'tonight', 'because', 'i', 'dont', 'care', 'and', 'i', 'have', 'nothing', 'left', 'i', 'dont', 'care', 'i', 'had', 'something', 'so', 'great', 'so', 'promising', 'and', 'they', 'stripped', 'it', 'down', 'past', 'the', 'bone', 'into', 'splinters', 'then', 'pissed', 'on', 'the', 'splinters', 'i', 'dont', 'want', 'happiness', 'i', 'dont', 'want', 'dreams', 'i', 'dont', 'care', 'that', 'if', 'i', 'post', 'a', 'note', 'everyone', 'will', 'desperately', 'try', 'to', 'stop', 'me', 'i', 'know', 'they', 'll', 'care', 'when', 'i', 'am', 'about', 'to', 'die', 'or', 'dead', 'i', 'am', 'numb', 'i', 'am', 'no', 'longer', 'scared', 'and', 'the', 'huis', 'too', 'much', 'i', 'got', 'ta', 'go', 'i', 'have', 'nothing', 'left', 'i', 'had', 'a', 'lot', 'of', 'love', 'to', 'give', 'but', 'its', 'gone', 'with', 'me', 'i', 'just', 'wanted', 'someone', 'to', 'hear', 'me', 'before', 'the', 'end']"
never get too attach cause people wake up with different feelings everyday,Potential Suicide post ,"['never', 'get', 'too', 'attach', 'cause', 'people', 'wake', 'up', 'with', 'different', 'feelings', 'everyday']"
do you ever feel empty and you had to pick a number from 15 depending how you feel about it i could write my funeral speech now but what is the point in afew years i would be forgotten anyway,Potential Suicide post ,"['do', 'you', 'ever', 'feel', 'empty', 'and', 'you', 'had', 'to', 'pick', 'a', 'number', 'from', '15', 'depending', 'how', 'you', 'feel', 'about', 'it', 'i', 'could', 'write', 'my', 'funeral', 'speech', 'now', 'but', 'what', 'is', 'the', 'point', 'in', 'afew', 'years', 'i', 'would', 'be', 'forgotten', 'anyway']"
